a : 955.0000, 0 -> 0
b : -612.0000, 0 -> 4
c : -585.0000, 0 -> 3
d : -884.0000, 0 -> 7
a : 833.0000, 1 -> 3
b : 415.0000, 1 -> 0
c : 438.0000, 1 -> 5
d : 916.0000, 1 -> 3
a : -427.0000, 2 -> 4
b : 320.0000, 2 -> 7
c : 706.0000, 2 -> 1
d : -603.0000, 2 -> 4
a : 141.0000, 3 -> 1
b : -994.0000, 3 -> 4
c : 872.0000, 3 -> 5
d : 141.0000, 3 -> 1
a : -745.0000, 4 -> 2
b : -367.0000, 4 -> 7
c : -127.0000, 4 -> 1
d : 997.0000, 4 -> 7
a : -332.0000, 5 -> 6
b : -464.0000, 5 -> 0
c : 135.0000, 5 -> 2
d : 415.0000, 5 -> 6
a : 813.0000, 6 -> 0
b : -386.0000, 6 -> 0
c : -54.0000, 6 -> 1
d : 565.0000, 6 -> 5
a : 345.0000, 7 -> 7
b : 112.0000, 7 -> 3
c : 281.0000, 7 -> 0
d : -70.0000, 7 -> 7
a : 371.0000, 0 -> 3
b : 153.0000, 0 -> 0
a : 443.0000, 1 -> 6
c : 835.0000, 1 -> 7
d : 362.0000, 2 -> 6
c : 295.0000, 2 -> 7
b : 97.0000, 3 -> 1
b : -53.0000, 3 -> 5
d : 560.0000, 4 -> 6
b : -455.0000, 4 -> 0
d : 933.0000, 5 -> 4
c : 707.0000, 5 -> 7
d : -718.0000, 6 -> 1
b : -525.0000, 6 -> 3
b : 929.0000, 7 -> 1
d : 977.0000, 7 -> 1
