a : -966.0000, 0 -> 5
b : -793.0000, 0 -> 4
c : -151.0000, 0 -> 7
d : 256.0000, 0 -> 0
a : -501.0000, 1 -> 1
b : -549.0000, 1 -> 4
c : -241.0000, 1 -> 0
d : -871.0000, 1 -> 6
a : -720.0000, 2 -> 0
b : -219.0000, 2 -> 6
c : 27.0000, 2 -> 4
d : -617.0000, 2 -> 2
a : 840.0000, 3 -> 0
b : 861.0000, 3 -> 3
c : 822.0000, 3 -> 1
d : -283.0000, 3 -> 0
a : 176.0000, 4 -> 2
b : 661.0000, 4 -> 4
c : -541.0000, 4 -> 2
d : 834.0000, 4 -> 1
a : 105.0000, 5 -> 5
b : -737.0000, 5 -> 4
c : 304.0000, 5 -> 0
d : -449.0000, 5 -> 0
a : 351.0000, 6 -> 1
b : 737.0000, 6 -> 0
c : -420.0000, 6 -> 3
d : -629.0000, 6 -> 6
a : -618.0000, 7 -> 0
b : -553.0000, 7 -> 0
c : 770.0000, 7 -> 0
d : -23.0000, 7 -> 3
d : 781.0000, 0 -> 7
d : 945.0000, 0 -> 4
c : -900.0000, 1 -> 4
b : -829.0000, 1 -> 0
c : 609.0000, 2 -> 6
b : 29.0000, 2 -> 5
b : -438.0000, 3 -> 2
d : 844.0000, 3 -> 3
b : -569.0000, 4 -> 0
a : -649.0000, 4 -> 4
c : 145.0000, 5 -> 5
c : -595.0000, 5 -> 7
b : 186.0000, 6 -> 1
b : 6.0000, 6 -> 5
a : 455.0000, 7 -> 6
c : -169.0000, 7 -> 2
