a : -362.0000, 0 -> 7
b : 320.0000, 0 -> 5
c : 371.0000, 0 -> 0
d : -216.0000, 0 -> 2
a : 460.0000, 1 -> 5
b : -508.0000, 1 -> 5
c : 40.0000, 1 -> 1
d : 299.0000, 1 -> 2
a : -216.0000, 2 -> 4
b : -449.0000, 2 -> 0
c : -327.0000, 2 -> 4
d : -661.0000, 2 -> 0
a : -366.0000, 3 -> 0
b : 681.0000, 3 -> 5
c : 494.0000, 3 -> 5
d : -45.0000, 3 -> 0
a : -998.0000, 4 -> 0
b : -941.0000, 4 -> 7
c : 444.0000, 4 -> 2
d : 755.0000, 4 -> 6
a : 725.0000, 5 -> 4
b : -375.0000, 5 -> 7
c : -397.0000, 5 -> 1
d : -84.0000, 5 -> 0
a : -773.0000, 6 -> 7
b : 155.0000, 6 -> 3
c : -446.0000, 6 -> 4
d : 821.0000, 6 -> 6
a : 774.0000, 7 -> 6
b : -146.0000, 7 -> 7
c : 478.0000, 7 -> 4
d : -383.0000, 7 -> 2
b : 61.0000, 0 -> 4
a : -648.0000, 0 -> 5
a : 140.0000, 1 -> 1
a : 936.0000, 1 -> 4
c : -303.0000, 2 -> 3
a : 405.0000, 2 -> 0
c : 212.0000, 3 -> 7
c : 796.0000, 3 -> 6
d : 505.0000, 4 -> 4
a : 33.0000, 4 -> 7
d : -331.0000, 5 -> 3
c : 174.0000, 5 -> 4
c : -192.0000, 6 -> 1
d : 489.0000, 6 -> 1
d : 389.0000, 7 -> 0
d : -734.0000, 7 -> 7
