a : -981.0000, 0 -> 6
b : 718.0000, 0 -> 5
a : 340.0000, 1 -> 6
b : 450.0000, 1 -> 0
a : -954.0000, 2 -> 0
b : 95.0000, 2 -> 5
a : -649.0000, 3 -> 6
b : -922.0000, 3 -> 0
a : -465.0000, 4 -> 3
b : -923.0000, 4 -> 1
a : 11.0000, 5 -> 3
b : -644.0000, 5 -> 0
a : -96.0000, 6 -> 2
b : 466.0000, 6 -> 6
a : 551.0000, 7 -> 6
b : -561.0000, 7 -> 4
a : 883.0000, 0 -> 2
a : -639.0000, 1 -> 5
a : -494.0000, 2 -> 1
b : -228.0000, 3 -> 1
a : -78.0000, 4 -> 2
b : 805.0000, 5 -> 5
b : -863.0000, 6 -> 5
a : 712.0000, 7 -> 7
a : 45.0000, 2 -> 7
