a : 584.0000, 0 -> 4
b : -695.0000, 0 -> 2
c : 279.0000, 0 -> 4
d : -688.0000, 0 -> 0
a : -700.0000, 1 -> 4
b : -583.0000, 1 -> 4
c : 243.0000, 1 -> 1
d : -409.0000, 1 -> 1
a : 327.0000, 2 -> 3
b : -256.0000, 2 -> 1
c : 629.0000, 2 -> 7
d : 441.0000, 2 -> 2
a : 491.0000, 3 -> 4
b : 308.0000, 3 -> 4
c : 780.0000, 3 -> 5
d : -717.0000, 3 -> 2
a : 659.0000, 4 -> 4
b : 296.0000, 4 -> 7
c : -395.0000, 4 -> 3
d : 918.0000, 4 -> 4
a : 53.0000, 5 -> 0
b : 351.0000, 5 -> 4
c : 475.0000, 5 -> 6
d : 67.0000, 5 -> 6
a : 891.0000, 6 -> 5
b : 256.0000, 6 -> 5
c : 807.0000, 6 -> 3
d : 622.0000, 6 -> 3
a : 401.0000, 7 -> 1
b : 316.0000, 7 -> 3
c : 705.0000, 7 -> 4
d : 222.0000, 7 -> 1
b : -38.0000, 0 -> 6
d : -495.0000, 0 -> 1
a : -863.0000, 1 -> 3
a : -592.0000, 1 -> 0
b : 452.0000, 2 -> 7
b : -721.0000, 2 -> 0
c : -220.0000, 3 -> 2
b : -687.0000, 3 -> 0
c : 535.0000, 4 -> 0
d : -729.0000, 4 -> 5
a : -121.0000, 5 -> 7
b : -139.0000, 5 -> 1
c : 652.0000, 6 -> 0
b : -43.0000, 6 -> 0
c : 992.0000, 7 -> 0
a : 794.0000, 7 -> 2
