a : 842.0000, 0 -> 1
b : 701.0000, 0 -> 5
a : -918.0000, 1 -> 1
b : 598.0000, 1 -> 5
a : -452.0000, 2 -> 5
b : -790.0000, 2 -> 4
a : 677.0000, 3 -> 6
b : 890.0000, 3 -> 4
a : -504.0000, 4 -> 5
b : 361.0000, 4 -> 4
a : -132.0000, 5 -> 5
b : 431.0000, 5 -> 0
a : 882.0000, 6 -> 1
b : 416.0000, 6 -> 3
a : 591.0000, 7 -> 2
b : -624.0000, 7 -> 3
b : -12.0000, 0 -> 4
b : -178.0000, 1 -> 7
a : -324.0000, 2 -> 4
b : -908.0000, 3 -> 1
b : 366.0000, 4 -> 5
a : -150.0000, 5 -> 6
b : -285.0000, 6 -> 4
a : 155.0000, 7 -> 3
