a : 217.0000, 0 -> 6
b : 370.0000, 0 -> 7
c : -560.0000, 0 -> 7
d : -876.0000, 0 -> 1
a : -945.0000, 1 -> 4
b : -885.0000, 1 -> 2
c : -237.0000, 1 -> 5
d : 385.0000, 1 -> 2
a : -537.0000, 2 -> 4
b : -295.0000, 2 -> 6
c : -768.0000, 2 -> 4
d : -242.0000, 2 -> 2
a : 116.0000, 3 -> 6
b : -187.0000, 3 -> 4
c : 759.0000, 3 -> 1
d : -494.0000, 3 -> 4
a : -229.0000, 4 -> 7
b : -690.0000, 4 -> 6
c : 874.0000, 4 -> 3
d : -500.0000, 4 -> 4
a : -642.0000, 5 -> 4
b : 527.0000, 5 -> 0
c : 85.0000, 5 -> 5
d : -599.0000, 5 -> 3
a : -309.0000, 6 -> 7
b : -344.0000, 6 -> 7
c : -973.0000, 6 -> 6
d : 965.0000, 6 -> 4
a : -359.0000, 7 -> 4
b : -781.0000, 7 -> 7
c : 211.0000, 7 -> 2
d : 736.0000, 7 -> 6
a : 405.0000, 0 -> 1
b : -961.0000, 0 -> 1
b : 253.0000, 1 -> 5
b : 115.0000, 1 -> 4
b : -826.0000, 2 -> 7
d : -576.0000, 2 -> 3
a : -750.0000, 3 -> 7
c : -141.0000, 3 -> 7
b : 565.0000, 4 -> 7
b : -489.0000, 4 -> 1
d : 768.0000, 5 -> 5
a : -572.0000, 5 -> 2
a : -572.0000, 6 -> 5
b : -293.0000, 6 -> 0
c : -683.0000, 7 -> 6
a : -709.0000, 7 -> 7
