a : -912.0000, 0 -> 6
b : 738.0000, 0 -> 2
a : -862.0000, 1 -> 6
b : 422.0000, 1 -> 1
a : -130.0000, 2 -> 2
b : -52.0000, 2 -> 3
a : -32.0000, 3 -> 4
b : -75.0000, 3 -> 0
a : -30.0000, 4 -> 3
b : 816.0000, 4 -> 7
a : -911.0000, 5 -> 6
b : -705.0000, 5 -> 2
a : 168.0000, 6 -> 6
b : -281.0000, 6 -> 4
a : -247.0000, 7 -> 5
b : -666.0000, 7 -> 0
b : 171.0000, 0 -> 1
b : 663.0000, 1 -> 6
b : 361.0000, 2 -> 0
b : 775.0000, 3 -> 7
b : -187.0000, 4 -> 1
b : -809.0000, 5 -> 3
a : 833.0000, 6 -> 3
b : -108.0000, 7 -> 7
