a : 253.0000, 0 -> 0
b : 578.0000, 0 -> 3
a : -552.0000, 1 -> 2
b : -433.0000, 1 -> 3
a : 728.0000, 2 -> 1
b : -368.0000, 2 -> 5
a : -629.0000, 3 -> 2
b : 388.0000, 3 -> 7
a : 529.0000, 4 -> 3
b : 763.0000, 4 -> 6
a : 479.0000, 5 -> 6
b : -823.0000, 5 -> 2
a : 132.0000, 6 -> 3
b : 134.0000, 6 -> 3
a : -918.0000, 7 -> 3
b : -47.0000, 7 -> 5
b : -329.0000, 0 -> 5
b : -485.0000, 1 -> 5
b : 725.0000, 2 -> 6
a : -563.0000, 3 -> 7
a : 934.0000, 4 -> 1
a : 767.0000, 5 -> 3
a : -66.0000, 6 -> 6
b : -113.0000, 7 -> 4
