a : 153.0000, 0 -> 2
b : 176.0000, 0 -> 1
c : -715.0000, 0 -> 1
d : 976.0000, 0 -> 0
a : -509.0000, 1 -> 0
b : 221.0000, 1 -> 1
c : 855.0000, 1 -> 3
d : -434.0000, 1 -> 0
a : 150.0000, 2 -> 1
b : -844.0000, 2 -> 3
c : 636.0000, 2 -> 3
d : 382.0000, 2 -> 1
a : -666.0000, 3 -> 2
b : -236.0000, 3 -> 0
c : -303.0000, 3 -> 0
d : -346.0000, 3 -> 3
d : 958.0000, 0 -> 1
b : -82.0000, 0 -> 3
b : -242.0000, 1 -> 3
a : -496.0000, 1 -> 2
c : 964.0000, 2 -> 0
c : -739.0000, 2 -> 1
a : 67.0000, 3 -> 3
a : -725.0000, 3 -> 1
