a : 465.0000, 0 -> 1
b : -704.0000, 0 -> 1
a : -8.0000, 1 -> 0
b : 464.0000, 1 -> 7
a : -220.0000, 2 -> 6
b : -862.0000, 2 -> 7
a : 425.0000, 3 -> 4
b : 14.0000, 3 -> 6
a : 123.0000, 4 -> 0
b : -787.0000, 4 -> 6
a : -915.0000, 5 -> 7
b : -402.0000, 5 -> 4
a : 916.0000, 6 -> 4
b : -283.0000, 6 -> 7
a : 668.0000, 7 -> 3
b : 264.0000, 7 -> 0
a : -458.0000, 0 -> 5
a : 606.0000, 1 -> 6
a : -24.0000, 2 -> 4
a : 648.0000, 3 -> 1
a : -898.0000, 4 -> 2
b : -771.0000, 5 -> 0
b : -994.0000, 6 -> 0
a : -318.0000, 7 -> 1
