a : 877.0000, 0 -> 5
b : -530.0000, 0 -> 2
a : 2.0000, 1 -> 3
b : 513.0000, 1 -> 0
a : -951.0000, 2 -> 5
b : 530.0000, 2 -> 5
a : 764.0000, 3 -> 1
b : 979.0000, 3 -> 7
a : -99.0000, 4 -> 4
b : 874.0000, 4 -> 2
a : 17.0000, 5 -> 0
b : 588.0000, 5 -> 1
a : -595.0000, 6 -> 0
b : 324.0000, 6 -> 0
a : 830.0000, 7 -> 7
b : -262.0000, 7 -> 5
a : -691.0000, 0 -> 2
b : -230.0000, 1 -> 2
a : -10.0000, 2 -> 3
a : 324.0000, 3 -> 3
b : 374.0000, 4 -> 6
b : 24.0000, 5 -> 4
b : -285.0000, 6 -> 1
a : 864.0000, 7 -> 1
