a : 641.0000, 0 -> 3
b : 486.0000, 0 -> 2
c : 838.0000, 0 -> 1
d : 850.0000, 0 -> 1
a : 118.0000, 1 -> 1
b : -170.0000, 1 -> 3
c : 358.0000, 1 -> 1
d : 623.0000, 1 -> 2
a : 600.0000, 2 -> 2
b : 141.0000, 2 -> 1
c : -778.0000, 2 -> 1
d : 466.0000, 2 -> 0
a : -162.0000, 3 -> 3
b : 164.0000, 3 -> 0
c : 71.0000, 3 -> 3
d : -351.0000, 3 -> 0
d : -741.0000, 0 -> 3
a : 194.0000, 0 -> 2
b : 214.0000, 1 -> 0
d : -434.0000, 1 -> 0
d : 150.0000, 2 -> 3
b : 959.0000, 2 -> 0
a : -528.0000, 3 -> 1
a : 526.0000, 3 -> 2
