a : 150.0000, 0 -> 1
b : -549.0000, 0 -> 1
c : -938.0000, 0 -> 0
d : 774.0000, 0 -> 4
a : -77.0000, 1 -> 0
b : 360.0000, 1 -> 0
c : 321.0000, 1 -> 7
d : 319.0000, 1 -> 6
a : 669.0000, 2 -> 2
b : -493.0000, 2 -> 3
c : -333.0000, 2 -> 2
d : 863.0000, 2 -> 5
a : -575.0000, 3 -> 1
b : -53.0000, 3 -> 4
c : 333.0000, 3 -> 4
d : -988.0000, 3 -> 5
a : -234.0000, 4 -> 2
b : -539.0000, 4 -> 0
c : 869.0000, 4 -> 4
d : -762.0000, 4 -> 4
a : -529.0000, 5 -> 1
b : -304.0000, 5 -> 7
c : -192.0000, 5 -> 2
d : -432.0000, 5 -> 7
a : -429.0000, 6 -> 5
b : -236.0000, 6 -> 6
c : 376.0000, 6 -> 6
d : -407.0000, 6 -> 4
a : -425.0000, 7 -> 4
b : -861.0000, 7 -> 0
c : 612.0000, 7 -> 3
d : -84.0000, 7 -> 4
d : 963.0000, 0 -> 3
a : 750.0000, 0 -> 4
c : -449.0000, 1 -> 2
d : -130.0000, 1 -> 5
a : 717.0000, 2 -> 5
a : -494.0000, 2 -> 4
a : 732.0000, 3 -> 2
a : 795.0000, 3 -> 7
d : 35.0000, 4 -> 0
c : -855.0000, 4 -> 5
a : -562.0000, 5 -> 4
a : 579.0000, 5 -> 0
d : 856.0000, 6 -> 3
c : -1.0000, 6 -> 0
b : 710.0000, 7 -> 5
b : -177.0000, 7 -> 6
