a : 532.0000, 0 -> 0
b : -326.0000, 0 -> 1
c : 72.0000, 0 -> 7
d : 973.0000, 0 -> 6
a : -229.0000, 1 -> 7
b : -26.0000, 1 -> 2
c : 933.0000, 1 -> 6
d : 108.0000, 1 -> 4
a : -175.0000, 2 -> 2
b : 305.0000, 2 -> 5
c : 979.0000, 2 -> 4
d : -699.0000, 2 -> 4
a : 936.0000, 3 -> 7
b : 425.0000, 3 -> 1
c : -633.0000, 3 -> 7
d : 400.0000, 3 -> 7
a : -55.0000, 4 -> 0
b : 387.0000, 4 -> 6
c : -354.0000, 4 -> 1
d : -361.0000, 4 -> 0
a : 303.0000, 5 -> 3
b : 626.0000, 5 -> 1
c : 326.0000, 5 -> 5
d : -189.0000, 5 -> 2
a : -557.0000, 6 -> 4
b : -998.0000, 6 -> 7
c : 33.0000, 6 -> 1
d : -981.0000, 6 -> 1
a : 992.0000, 7 -> 0
b : -3.0000, 7 -> 5
c : 487.0000, 7 -> 5
d : -440.0000, 7 -> 2
d : 921.0000, 0 -> 2
a : -858.0000, 0 -> 3
c : -667.0000, 1 -> 7
c : -781.0000, 1 -> 3
d : -948.0000, 2 -> 7
a : -702.0000, 2 -> 5
a : -75.0000, 3 -> 2
b : -303.0000, 3 -> 7
c : 329.0000, 4 -> 7
c : -889.0000, 4 -> 4
b : -342.0000, 5 -> 7
c : -229.0000, 5 -> 7
b : -912.0000, 6 -> 0
d : -174.0000, 6 -> 2
c : -717.0000, 7 -> 7
d : 185.0000, 7 -> 7
