a : 979.0000, 0 -> 1
b : -186.0000, 0 -> 4
c : 766.0000, 0 -> 3
d : -968.0000, 0 -> 7
a : -425.0000, 1 -> 6
b : 935.0000, 1 -> 7
c : 197.0000, 1 -> 3
d : -759.0000, 1 -> 0
a : -113.0000, 2 -> 3
b : 79.0000, 2 -> 0
c : 910.0000, 2 -> 7
d : -287.0000, 2 -> 4
a : -178.0000, 3 -> 7
b : 8.0000, 3 -> 1
c : -359.0000, 3 -> 5
d : -255.0000, 3 -> 7
a : 53.0000, 4 -> 0
b : 533.0000, 4 -> 7
c : -10.0000, 4 -> 0
d : 660.0000, 4 -> 6
a : 36.0000, 5 -> 4
b : 519.0000, 5 -> 6
c : 854.0000, 5 -> 4
d : -152.0000, 5 -> 3
a : -186.0000, 6 -> 7
b : -463.0000, 6 -> 1
c : 290.0000, 6 -> 6
d : -183.0000, 6 -> 0
a : 529.0000, 7 -> 5
b : -431.0000, 7 -> 7
c : -28.0000, 7 -> 1
d : -597.0000, 7 -> 7
d : 421.0000, 0 -> 3
b : 161.0000, 0 -> 5
b : 459.0000, 1 -> 5
d : 842.0000, 1 -> 2
c : 860.0000, 2 -> 2
d : 656.0000, 2 -> 0
b : 767.0000, 3 -> 6
c : -821.0000, 3 -> 1
c : 793.0000, 4 -> 1
b : -316.0000, 4 -> 2
c : -204.0000, 5 -> 0
b : 656.0000, 5 -> 5
b : 56.0000, 6 -> 2
b : 298.0000, 6 -> 0
d : 834.0000, 7 -> 6
b : 115.0000, 7 -> 2
