a : 761.0000, 0 -> 6
b : -156.0000, 0 -> 2
c : -965.0000, 0 -> 4
d : 354.0000, 0 -> 2
a : -835.0000, 1 -> 6
b : -740.0000, 1 -> 7
c : -182.0000, 1 -> 6
d : 499.0000, 1 -> 3
a : -737.0000, 2 -> 0
b : -699.0000, 2 -> 3
c : -678.0000, 2 -> 2
d : -820.0000, 2 -> 3
a : 846.0000, 3 -> 0
b : -359.0000, 3 -> 1
c : 546.0000, 3 -> 1
d : -250.0000, 3 -> 3
a : 459.0000, 4 -> 3
b : 11.0000, 4 -> 7
c : -935.0000, 4 -> 3
d : 5.0000, 4 -> 0
a : -254.0000, 5 -> 0
b : -903.0000, 5 -> 5
c : 554.0000, 5 -> 7
d : -113.0000, 5 -> 3
a : -678.0000, 6 -> 1
b : -660.0000, 6 -> 1
c : -847.0000, 6 -> 4
d : -142.0000, 6 -> 5
a : -673.0000, 7 -> 1
b : 0.0000, 7 -> 6
c : 142.0000, 7 -> 2
d : 830.0000, 7 -> 3
a : -748.0000, 0 -> 7
d : -169.0000, 0 -> 0
d : 800.0000, 1 -> 4
c : 442.0000, 1 -> 4
c : -215.0000, 2 -> 1
b : -39.0000, 2 -> 5
c : 424.0000, 3 -> 2
d : -515.0000, 3 -> 5
b : -472.0000, 4 -> 1
a : 500.0000, 4 -> 6
c : -254.0000, 5 -> 6
c : -492.0000, 5 -> 4
b : 312.0000, 6 -> 4
b : -829.0000, 6 -> 2
c : 49.0000, 7 -> 4
a : 825.0000, 7 -> 4
