a : -71.0000, 0 -> 2
b : -62.0000, 0 -> 1
c : 683.0000, 0 -> 0
d : -976.0000, 0 -> 1
a : 134.0000, 1 -> 3
b : -100.0000, 1 -> 1
c : 892.0000, 1 -> 0
d : -909.0000, 1 -> 0
a : 470.0000, 2 -> 2
b : 167.0000, 2 -> 1
c : 827.0000, 2 -> 1
d : 163.0000, 2 -> 1
a : 164.0000, 3 -> 1
b : 4.0000, 3 -> 0
c : 212.0000, 3 -> 1
d : -720.0000, 3 -> 0
b : 414.0000, 0 -> 0
c : 704.0000, 0 -> 1
d : -559.0000, 1 -> 3
a : -599.0000, 1 -> 0
b : -689.0000, 2 -> 3
c : -801.0000, 2 -> 0
a : 5.0000, 3 -> 2
c : -279.0000, 3 -> 3
