a : 276.0000, 0 -> 0
b : -262.0000, 0 -> 7
c : -276.0000, 0 -> 2
d : 487.0000, 0 -> 1
a : -602.0000, 1 -> 6
b : -391.0000, 1 -> 0
c : 757.0000, 1 -> 1
d : -85.0000, 1 -> 5
a : -864.0000, 2 -> 7
b : 647.0000, 2 -> 6
c : 750.0000, 2 -> 7
d : 114.0000, 2 -> 5
a : 419.0000, 3 -> 5
b : -244.0000, 3 -> 0
c : -250.0000, 3 -> 2
d : 979.0000, 3 -> 5
a : 920.0000, 4 -> 2
b : -445.0000, 4 -> 4
c : 324.0000, 4 -> 0
d : -168.0000, 4 -> 0
a : 36.0000, 5 -> 4
b : 93.0000, 5 -> 4
c : 930.0000, 5 -> 2
d : -481.0000, 5 -> 2
a : 385.0000, 6 -> 6
b : -618.0000, 6 -> 4
c : -379.0000, 6 -> 7
d : 683.0000, 6 -> 7
a : 186.0000, 7 -> 7
b : -477.0000, 7 -> 1
c : -886.0000, 7 -> 1
d : 595.0000, 7 -> 3
c : -812.0000, 0 -> 0
a : 527.0000, 0 -> 5
c : -23.0000, 1 -> 2
a : 927.0000, 1 -> 3
a : -230.0000, 2 -> 2
b : 979.0000, 2 -> 7
d : 555.0000, 3 -> 1
c : -430.0000, 3 -> 0
b : 975.0000, 4 -> 6
b : 239.0000, 4 -> 1
a : -856.0000, 5 -> 0
b : 293.0000, 5 -> 5
d : 646.0000, 6 -> 6
a : 182.0000, 6 -> 2
b : 745.0000, 7 -> 2
a : -430.0000, 7 -> 1
