a : -333.0000, 0 -> 3
b : -503.0000, 0 -> 2
c : 43.0000, 0 -> 2
d : -47.0000, 0 -> 3
a : -182.0000, 1 -> 2
b : 231.0000, 1 -> 1
c : -281.0000, 1 -> 0
d : -403.0000, 1 -> 0
a : -825.0000, 2 -> 3
b : 406.0000, 2 -> 3
c : -520.0000, 2 -> 0
d : 474.0000, 2 -> 3
a : -696.0000, 3 -> 2
b : 327.0000, 3 -> 1
c : 512.0000, 3 -> 3
d : 257.0000, 3 -> 2
b : -71.0000, 0 -> 0
c : -983.0000, 0 -> 1
b : -415.0000, 1 -> 3
c : 9.0000, 1 -> 3
d : -393.0000, 2 -> 1
d : -394.0000, 2 -> 2
c : -59.0000, 3 -> 1
d : 91.0000, 3 -> 3
