a : 904.0000, 0 -> 4
b : 50.0000, 0 -> 0
c : -938.0000, 0 -> 0
d : 915.0000, 0 -> 1
a : -18.0000, 1 -> 3
b : -605.0000, 1 -> 0
c : 547.0000, 1 -> 2
d : -914.0000, 1 -> 0
a : -46.0000, 2 -> 2
b : -659.0000, 2 -> 2
c : -159.0000, 2 -> 5
d : 797.0000, 2 -> 7
a : 1.0000, 3 -> 0
b : -133.0000, 3 -> 7
c : -589.0000, 3 -> 2
d : 59.0000, 3 -> 5
a : 658.0000, 4 -> 4
b : 554.0000, 4 -> 1
c : -808.0000, 4 -> 1
d : -242.0000, 4 -> 3
a : -466.0000, 5 -> 5
b : 171.0000, 5 -> 6
c : 274.0000, 5 -> 7
d : 459.0000, 5 -> 2
a : 743.0000, 6 -> 1
b : -772.0000, 6 -> 4
c : 993.0000, 6 -> 2
d : 456.0000, 6 -> 3
a : -714.0000, 7 -> 2
b : 985.0000, 7 -> 6
c : 501.0000, 7 -> 0
d : 69.0000, 7 -> 1
a : -996.0000, 0 -> 1
c : 273.0000, 0 -> 5
c : 750.0000, 1 -> 7
a : 873.0000, 1 -> 7
c : 239.0000, 2 -> 2
d : 700.0000, 2 -> 4
c : -837.0000, 3 -> 5
b : -39.0000, 3 -> 1
a : 705.0000, 4 -> 2
a : 22.0000, 4 -> 5
c : 465.0000, 5 -> 5
c : -704.0000, 5 -> 1
d : 508.0000, 6 -> 2
b : 723.0000, 6 -> 5
a : -178.0000, 7 -> 3
b : -952.0000, 7 -> 2
