a : 472.0000, 0 -> 1
b : -111.0000, 0 -> 1
c : -726.0000, 0 -> 0
d : 622.0000, 0 -> 2
a : 354.0000, 1 -> 0
b : -553.0000, 1 -> 2
c : -303.0000, 1 -> 2
d : -517.0000, 1 -> 0
a : 568.0000, 2 -> 0
b : -490.0000, 2 -> 1
c : -747.0000, 2 -> 3
d : 268.0000, 2 -> 2
a : 244.0000, 3 -> 1
b : 92.0000, 3 -> 2
c : -43.0000, 3 -> 1
d : -78.0000, 3 -> 3
a : -844.0000, 0 -> 3
d : -339.0000, 0 -> 0
c : 494.0000, 1 -> 0
d : 696.0000, 1 -> 2
b : -323.0000, 2 -> 0
c : -725.0000, 2 -> 1
b : 548.0000, 3 -> 3
d : -738.0000, 3 -> 0
