a : 873.0000, 0 -> 3
b : 973.0000, 0 -> 3
c : -229.0000, 0 -> 0
d : 113.0000, 0 -> 1
a : 201.0000, 1 -> 0
b : -225.0000, 1 -> 3
c : -586.0000, 1 -> 2
d : -807.0000, 1 -> 0
a : -386.0000, 2 -> 0
b : 175.0000, 2 -> 2
c : 723.0000, 2 -> 2
d : -532.0000, 2 -> 1
a : 524.0000, 3 -> 0
b : -638.0000, 3 -> 2
c : 978.0000, 3 -> 3
d : 514.0000, 3 -> 1
a : 951.0000, 0 -> 2
d : -274.0000, 0 -> 0
a : 23.0000, 1 -> 2
a : 6.0000, 1 -> 1
d : -335.0000, 2 -> 3
b : 821.0000, 2 -> 0
b : -808.0000, 3 -> 1
c : 460.0000, 3 -> 2
