a : -339.0000, 0 -> 7
b : 209.0000, 0 -> 6
a : -28.0000, 1 -> 4
b : -158.0000, 1 -> 7
a : 657.0000, 2 -> 1
b : 184.0000, 2 -> 3
a : 401.0000, 3 -> 0
b : 230.0000, 3 -> 3
a : -456.0000, 4 -> 6
b : -484.0000, 4 -> 0
a : 208.0000, 5 -> 4
b : 326.0000, 5 -> 1
a : 915.0000, 6 -> 0
b : 485.0000, 6 -> 3
a : -921.0000, 7 -> 5
b : -561.0000, 7 -> 1
a : 611.0000, 0 -> 6
a : 711.0000, 1 -> 1
a : -782.0000, 2 -> 3
b : 689.0000, 3 -> 6
b : -780.0000, 4 -> 5
b : 303.0000, 5 -> 2
a : 584.0000, 6 -> 5
a : -95.0000, 7 -> 1
