a : 235.0000, 0 -> 0
b : 850.0000, 0 -> 1
a : -757.0000, 1 -> 1
b : -68.0000, 1 -> 3
a : -872.0000, 2 -> 6
b : 824.0000, 2 -> 1
a : 779.0000, 3 -> 5
b : -436.0000, 3 -> 2
a : 142.0000, 4 -> 6
b : -602.0000, 4 -> 5
a : 333.0000, 5 -> 1
b : -816.0000, 5 -> 0
a : 936.0000, 6 -> 7
b : 473.0000, 6 -> 5
a : -548.0000, 7 -> 2
b : -377.0000, 7 -> 1
a : 223.0000, 0 -> 6
b : 601.0000, 1 -> 1
b : -794.0000, 2 -> 3
b : -241.0000, 3 -> 3
b : -531.0000, 4 -> 7
b : 392.0000, 5 -> 2
b : 459.0000, 6 -> 2
a : 509.0000, 7 -> 1
a : -393.0000, 2 -> 4
