a : -938.0000, 0 -> 1
b : -645.0000, 0 -> 2
c : 449.0000, 0 -> 0
d : -487.0000, 0 -> 1
a : 800.0000, 1 -> 6
b : -639.0000, 1 -> 0
c : 56.0000, 1 -> 7
d : 316.0000, 1 -> 0
a : 425.0000, 2 -> 5
b : -237.0000, 2 -> 0
c : 782.0000, 2 -> 7
d : -274.0000, 2 -> 0
a : -51.0000, 3 -> 3
b : 519.0000, 3 -> 0
c : -585.0000, 3 -> 1
d : 356.0000, 3 -> 7
a : -963.0000, 4 -> 0
b : -315.0000, 4 -> 4
c : 191.0000, 4 -> 2
d : 621.0000, 4 -> 3
a : -513.0000, 5 -> 1
b : 768.0000, 5 -> 5
c : -498.0000, 5 -> 6
d : 352.0000, 5 -> 7
a : 587.0000, 6 -> 6
b : 956.0000, 6 -> 1
c : -43.0000, 6 -> 4
d : 560.0000, 6 -> 4
a : 905.0000, 7 -> 2
b : 235.0000, 7 -> 2
c : 869.0000, 7 -> 5
d : -621.0000, 7 -> 6
c : 629.0000, 0 -> 4
b : 834.0000, 0 -> 7
c : 77.0000, 1 -> 5
d : -100.0000, 1 -> 1
b : 171.0000, 2 -> 3
b : 979.0000, 2 -> 5
b : 592.0000, 3 -> 1
d : -892.0000, 3 -> 4
d : 105.0000, 4 -> 1
a : -647.0000, 4 -> 3
b : -210.0000, 5 -> 6
c : -999.0000, 5 -> 1
c : -532.0000, 6 -> 2
d : 510.0000, 6 -> 7
a : 687.0000, 7 -> 5
b : 769.0000, 7 -> 4
