a : 101.0000, 0 -> 1
b : -420.0000, 0 -> 3
c : 562.0000, 0 -> 1
d : -34.0000, 0 -> 0
a : -533.0000, 1 -> 2
b : 718.0000, 1 -> 0
c : -302.0000, 1 -> 0
d : -310.0000, 1 -> 1
a : 26.0000, 2 -> 3
b : 911.0000, 2 -> 0
c : 624.0000, 2 -> 1
d : -922.0000, 2 -> 3
a : -454.0000, 3 -> 2
b : -154.0000, 3 -> 0
c : 109.0000, 3 -> 0
d : -155.0000, 3 -> 1
c : 524.0000, 0 -> 3
c : -412.0000, 0 -> 2
b : 607.0000, 1 -> 3
c : -324.0000, 1 -> 1
b : -812.0000, 2 -> 3
c : -586.0000, 2 -> 3
d : 804.0000, 3 -> 2
d : 431.0000, 3 -> 0
