a : -214.0000, 0 -> 4
b : -479.0000, 0 -> 3
c : -662.0000, 0 -> 7
d : 815.0000, 0 -> 1
a : -429.0000, 1 -> 0
b : 502.0000, 1 -> 0
c : 347.0000, 1 -> 7
d : 205.0000, 1 -> 2
a : -602.0000, 2 -> 5
b : -564.0000, 2 -> 3
c : 728.0000, 2 -> 6
d : -788.0000, 2 -> 5
a : 800.0000, 3 -> 1
b : 19.0000, 3 -> 4
c : -816.0000, 3 -> 2
d : -290.0000, 3 -> 5
a : -319.0000, 4 -> 2
b : -114.0000, 4 -> 0
c : 181.0000, 4 -> 3
d : -302.0000, 4 -> 0
a : -401.0000, 5 -> 7
b : -162.0000, 5 -> 6
c : 685.0000, 5 -> 2
d : 489.0000, 5 -> 1
a : 932.0000, 6 -> 2
b : -910.0000, 6 -> 0
c : -271.0000, 6 -> 3
d : -290.0000, 6 -> 4
a : 114.0000, 7 -> 1
b : 120.0000, 7 -> 0
c : 965.0000, 7 -> 2
d : 42.0000, 7 -> 0
a : -827.0000, 0 -> 0
a : -744.0000, 0 -> 6
a : 999.0000, 1 -> 7
a : 200.0000, 1 -> 2
a : 88.0000, 2 -> 0
d : -674.0000, 2 -> 3
d : 183.0000, 3 -> 6
c : 595.0000, 3 -> 6
c : 618.0000, 4 -> 1
a : 146.0000, 4 -> 7
c : 349.0000, 5 -> 4
c : -946.0000, 5 -> 5
c : 626.0000, 6 -> 7
d : -875.0000, 6 -> 6
a : 786.0000, 7 -> 0
d : 902.0000, 7 -> 5
