a : 14.0000, 0 -> 1
b : -327.0000, 0 -> 3
c : 472.0000, 0 -> 1
d : -67.0000, 0 -> 0
a : -27.0000, 1 -> 0
b : -369.0000, 1 -> 0
c : 938.0000, 1 -> 1
d : -976.0000, 1 -> 3
a : 649.0000, 2 -> 0
b : 526.0000, 2 -> 1
c : 2.0000, 2 -> 0
d : 806.0000, 2 -> 0
a : 419.0000, 3 -> 0
b : -99.0000, 3 -> 0
c : -978.0000, 3 -> 2
d : 689.0000, 3 -> 0
c : -355.0000, 0 -> 2
c : 226.0000, 0 -> 3
a : -383.0000, 1 -> 1
d : -123.0000, 1 -> 0
b : -933.0000, 2 -> 3
b : 571.0000, 2 -> 2
b : 25.0000, 3 -> 1
c : -129.0000, 3 -> 1
