a : 103.0000, 0 -> 4
b : -212.0000, 0 -> 3
c : -795.0000, 0 -> 0
d : -877.0000, 0 -> 3
a : -497.0000, 1 -> 0
b : 28.0000, 1 -> 3
c : -583.0000, 1 -> 2
d : 0.0000, 1 -> 2
a : -534.0000, 2 -> 4
b : 555.0000, 2 -> 1
c : 921.0000, 2 -> 4
d : 957.0000, 2 -> 3
a : -48.0000, 3 -> 3
b : 308.0000, 3 -> 6
c : -882.0000, 3 -> 3
d : 591.0000, 3 -> 5
a : 249.0000, 4 -> 5
b : 365.0000, 4 -> 2
c : 393.0000, 4 -> 2
d : 199.0000, 4 -> 7
a : -324.0000, 5 -> 7
b : 711.0000, 5 -> 3
c : -193.0000, 5 -> 0
d : 760.0000, 5 -> 2
a : -288.0000, 6 -> 0
b : 164.0000, 6 -> 1
c : 748.0000, 6 -> 5
d : -485.0000, 6 -> 1
a : -693.0000, 7 -> 7
b : 989.0000, 7 -> 3
c : -291.0000, 7 -> 6
d : 877.0000, 7 -> 1
b : 420.0000, 0 -> 5
d : -2.0000, 0 -> 2
b : 217.0000, 1 -> 7
a : 951.0000, 1 -> 5
b : 531.0000, 2 -> 0
c : -882.0000, 2 -> 7
b : -696.0000, 3 -> 7
d : -888.0000, 3 -> 4
b : 569.0000, 4 -> 0
b : 976.0000, 4 -> 6
d : -300.0000, 5 -> 3
d : 644.0000, 5 -> 1
c : -282.0000, 6 -> 4
a : -964.0000, 6 -> 2
d : -658.0000, 7 -> 7
c : -227.0000, 7 -> 2
