a : 441.0000, 0 -> 5
b : -574.0000, 0 -> 3
c : -370.0000, 0 -> 6
d : -302.0000, 0 -> 0
a : 581.0000, 1 -> 6
b : 198.0000, 1 -> 7
c : -629.0000, 1 -> 2
d : 621.0000, 1 -> 0
a : -402.0000, 2 -> 5
b : -655.0000, 2 -> 6
c : -117.0000, 2 -> 6
d : -299.0000, 2 -> 3
a : 989.0000, 3 -> 0
b : 84.0000, 3 -> 2
c : -121.0000, 3 -> 0
d : -50.0000, 3 -> 7
a : -984.0000, 4 -> 1
b : -54.0000, 4 -> 7
c : -735.0000, 4 -> 6
d : 353.0000, 4 -> 3
a : 59.0000, 5 -> 6
b : 732.0000, 5 -> 4
c : -359.0000, 5 -> 2
d : 155.0000, 5 -> 2
a : -793.0000, 6 -> 0
b : -978.0000, 6 -> 3
c : -918.0000, 6 -> 2
d : 515.0000, 6 -> 5
a : 939.0000, 7 -> 2
b : 972.0000, 7 -> 3
c : -450.0000, 7 -> 7
d : 107.0000, 7 -> 6
a : 97.0000, 0 -> 0
d : 834.0000, 0 -> 2
a : 509.0000, 1 -> 5
c : -293.0000, 1 -> 1
c : -383.0000, 2 -> 4
d : 498.0000, 2 -> 2
a : 74.0000, 3 -> 1
c : -368.0000, 3 -> 7
d : 634.0000, 4 -> 6
d : 424.0000, 4 -> 1
a : 682.0000, 5 -> 4
c : 259.0000, 5 -> 0
a : 400.0000, 6 -> 3
c : 674.0000, 6 -> 0
a : 662.0000, 7 -> 7
d : -165.0000, 7 -> 2
