a : 381.0000, 0 -> 4
b : -154.0000, 0 -> 1
c : -478.0000, 0 -> 0
d : -299.0000, 0 -> 4
a : 693.0000, 1 -> 2
b : 253.0000, 1 -> 3
c : -876.0000, 1 -> 2
d : 358.0000, 1 -> 2
a : -123.0000, 2 -> 7
b : -945.0000, 2 -> 5
c : -1.0000, 2 -> 4
d : 470.0000, 2 -> 5
a : -627.0000, 3 -> 2
b : -732.0000, 3 -> 0
c : 393.0000, 3 -> 3
d : -723.0000, 3 -> 4
a : -630.0000, 4 -> 4
b : -791.0000, 4 -> 4
c : -409.0000, 4 -> 2
d : -708.0000, 4 -> 1
a : 554.0000, 5 -> 1
b : 170.0000, 5 -> 5
c : 733.0000, 5 -> 0
d : 501.0000, 5 -> 1
a : 252.0000, 6 -> 2
b : 444.0000, 6 -> 0
c : -172.0000, 6 -> 2
d : -551.0000, 6 -> 4
a : -132.0000, 7 -> 7
b : 747.0000, 7 -> 7
c : 249.0000, 7 -> 1
d : -632.0000, 7 -> 7
d : 829.0000, 0 -> 3
b : 178.0000, 0 -> 5
b : 910.0000, 1 -> 7
d : 402.0000, 1 -> 7
b : 529.0000, 2 -> 0
a : 862.0000, 2 -> 3
a : 514.0000, 3 -> 4
c : 129.0000, 3 -> 5
b : -64.0000, 4 -> 7
a : -331.0000, 4 -> 0
d : -290.0000, 5 -> 3
a : 43.0000, 5 -> 2
b : -263.0000, 6 -> 7
a : 971.0000, 6 -> 6
c : -836.0000, 7 -> 2
c : -638.0000, 7 -> 4
a : 325.0000, 2 -> 6
