a : -669.0000, 0 -> 3
b : -986.0000, 0 -> 1
c : -437.0000, 0 -> 2
d : 267.0000, 0 -> 0
a : 204.0000, 1 -> 3
b : -476.0000, 1 -> 2
c : 868.0000, 1 -> 0
d : 756.0000, 1 -> 2
a : 591.0000, 2 -> 3
b : 940.0000, 2 -> 0
c : 222.0000, 2 -> 3
d : -14.0000, 2 -> 0
a : -1.0000, 3 -> 2
b : -138.0000, 3 -> 0
c : -416.0000, 3 -> 1
d : -433.0000, 3 -> 0
a : 352.0000, 0 -> 0
d : -460.0000, 0 -> 1
a : -141.0000, 1 -> 2
d : -317.0000, 1 -> 0
c : -828.0000, 2 -> 0
a : -825.0000, 2 -> 0
b : -1.0000, 3 -> 1
d : -612.0000, 3 -> 2
