a : -603.0000, 0 -> 3
b : -514.0000, 0 -> 2
c : 476.0000, 0 -> 7
d : 278.0000, 0 -> 5
a : 944.0000, 1 -> 6
b : -584.0000, 1 -> 7
c : 65.0000, 1 -> 0
d : 63.0000, 1 -> 2
a : -181.0000, 2 -> 1
b : 70.0000, 2 -> 2
c : 476.0000, 2 -> 7
d : 80.0000, 2 -> 6
a : -602.0000, 3 -> 6
b : -743.0000, 3 -> 2
c : -394.0000, 3 -> 1
d : 627.0000, 3 -> 4
a : -493.0000, 4 -> 5
b : 851.0000, 4 -> 1
c : 970.0000, 4 -> 7
d : -728.0000, 4 -> 3
a : -285.0000, 5 -> 0
b : -331.0000, 5 -> 5
c : -897.0000, 5 -> 7
d : 44.0000, 5 -> 0
a : 214.0000, 6 -> 4
b : 577.0000, 6 -> 7
c : -300.0000, 6 -> 5
d : 673.0000, 6 -> 5
a : -627.0000, 7 -> 5
b : 749.0000, 7 -> 5
c : 488.0000, 7 -> 7
d : -928.0000, 7 -> 5
c : -914.0000, 0 -> 1
d : -704.0000, 0 -> 7
a : 608.0000, 1 -> 3
c : -497.0000, 1 -> 7
d : 58.0000, 2 -> 7
c : -813.0000, 2 -> 3
d : -385.0000, 3 -> 7
d : 924.0000, 3 -> 2
c : 154.0000, 4 -> 4
a : -136.0000, 4 -> 4
a : -517.0000, 5 -> 5
a : -249.0000, 5 -> 6
a : -256.0000, 6 -> 5
c : -158.0000, 6 -> 1
d : -148.0000, 7 -> 7
c : 169.0000, 7 -> 0
