a : 968.0000, 0 -> 0
b : 810.0000, 0 -> 1
c : -434.0000, 0 -> 3
d : -510.0000, 0 -> 2
a : 415.0000, 1 -> 2
b : -313.0000, 1 -> 3
c : -401.0000, 1 -> 3
d : 145.0000, 1 -> 2
a : 135.0000, 2 -> 0
b : 302.0000, 2 -> 3
c : 270.0000, 2 -> 0
d : 584.0000, 2 -> 2
a : 920.0000, 3 -> 1
b : 364.0000, 3 -> 2
c : 539.0000, 3 -> 2
d : -616.0000, 3 -> 2
b : 63.0000, 0 -> 0
c : 177.0000, 0 -> 1
a : -263.0000, 1 -> 0
d : 538.0000, 1 -> 1
a : 584.0000, 2 -> 2
d : 314.0000, 2 -> 1
b : 760.0000, 3 -> 3
d : -733.0000, 3 -> 3
