a : 894.0000, 0 -> 2
b : -761.0000, 0 -> 3
c : -59.0000, 0 -> 2
d : -562.0000, 0 -> 0
a : 105.0000, 1 -> 3
b : 382.0000, 1 -> 2
c : -612.0000, 1 -> 3
d : -738.0000, 1 -> 1
a : 270.0000, 2 -> 0
b : 929.0000, 2 -> 1
c : -590.0000, 2 -> 0
d : -382.0000, 2 -> 2
a : 384.0000, 3 -> 3
b : -936.0000, 3 -> 0
c : -293.0000, 3 -> 1
d : 424.0000, 3 -> 1
a : 592.0000, 0 -> 0
b : 954.0000, 0 -> 2
d : -265.0000, 1 -> 3
c : -452.0000, 1 -> 1
b : -949.0000, 2 -> 3
b : 140.0000, 2 -> 2
b : 588.0000, 3 -> 1
c : -551.0000, 3 -> 0
