a : -317.0000, 0 -> 5
b : 972.0000, 0 -> 1
c : -627.0000, 0 -> 7
d : -601.0000, 0 -> 6
a : 180.0000, 1 -> 6
b : -575.0000, 1 -> 3
c : -367.0000, 1 -> 3
d : 431.0000, 1 -> 5
a : -160.0000, 2 -> 2
b : 444.0000, 2 -> 2
c : -852.0000, 2 -> 7
d : 125.0000, 2 -> 4
a : 898.0000, 3 -> 5
b : -990.0000, 3 -> 0
c : 396.0000, 3 -> 5
d : -88.0000, 3 -> 6
a : -642.0000, 4 -> 1
b : -303.0000, 4 -> 4
c : -648.0000, 4 -> 5
d : 994.0000, 4 -> 2
a : 809.0000, 5 -> 3
b : -172.0000, 5 -> 7
c : -533.0000, 5 -> 0
d : -972.0000, 5 -> 1
a : 808.0000, 6 -> 4
b : 596.0000, 6 -> 6
c : -885.0000, 6 -> 1
d : -118.0000, 6 -> 2
a : -361.0000, 7 -> 3
b : -531.0000, 7 -> 6
c : 404.0000, 7 -> 1
d : -794.0000, 7 -> 0
c : 613.0000, 0 -> 1
d : -822.0000, 0 -> 3
c : -473.0000, 1 -> 4
d : -712.0000, 1 -> 1
d : 774.0000, 2 -> 2
d : 190.0000, 2 -> 6
d : -457.0000, 3 -> 4
c : -625.0000, 3 -> 0
c : -426.0000, 4 -> 4
b : 779.0000, 4 -> 0
b : 576.0000, 5 -> 4
d : -691.0000, 5 -> 0
b : -620.0000, 6 -> 1
b : -744.0000, 6 -> 2
d : 923.0000, 7 -> 5
d : -312.0000, 7 -> 2
