a : 336.0000, 0 -> 5
b : -71.0000, 0 -> 5
a : 229.0000, 1 -> 5
b : -739.0000, 1 -> 7
a : -762.0000, 2 -> 4
b : 422.0000, 2 -> 0
a : -199.0000, 3 -> 3
b : 376.0000, 3 -> 2
a : 926.0000, 4 -> 6
b : -177.0000, 4 -> 1
a : -139.0000, 5 -> 6
b : -402.0000, 5 -> 4
a : -951.0000, 6 -> 6
b : 831.0000, 6 -> 1
a : 426.0000, 7 -> 0
b : 387.0000, 7 -> 2
a : 822.0000, 0 -> 0
a : -361.0000, 1 -> 4
a : 321.0000, 2 -> 3
a : -605.0000, 3 -> 2
a : 578.0000, 4 -> 0
b : -660.0000, 5 -> 3
b : 548.0000, 6 -> 2
b : -678.0000, 7 -> 5
