a : -91.0000, 0 -> 3
b : -257.0000, 0 -> 7
a : 541.0000, 1 -> 5
b : 452.0000, 1 -> 6
a : -714.0000, 2 -> 5
b : 391.0000, 2 -> 5
a : -222.0000, 3 -> 6
b : -276.0000, 3 -> 0
a : -47.0000, 4 -> 5
b : -375.0000, 4 -> 1
a : 487.0000, 5 -> 6
b : -74.0000, 5 -> 1
a : 377.0000, 6 -> 5
b : 526.0000, 6 -> 5
a : -412.0000, 7 -> 1
b : -921.0000, 7 -> 7
a : -37.0000, 0 -> 1
b : -69.0000, 1 -> 3
a : 321.0000, 2 -> 4
a : 803.0000, 3 -> 1
a : 915.0000, 4 -> 4
a : -84.0000, 5 -> 2
b : -958.0000, 6 -> 7
a : 293.0000, 7 -> 5
