a : -731.0000, 0 -> 7
b : -877.0000, 0 -> 2
c : 414.0000, 0 -> 6
d : -705.0000, 0 -> 7
a : 904.0000, 1 -> 0
b : -206.0000, 1 -> 3
c : 756.0000, 1 -> 3
d : 115.0000, 1 -> 4
a : -546.0000, 2 -> 3
b : 931.0000, 2 -> 7
c : 349.0000, 2 -> 1
d : -888.0000, 2 -> 7
a : 559.0000, 3 -> 7
b : -544.0000, 3 -> 3
c : -644.0000, 3 -> 0
d : 618.0000, 3 -> 7
a : 841.0000, 4 -> 0
b : -940.0000, 4 -> 7
c : 904.0000, 4 -> 7
d : 651.0000, 4 -> 4
a : 844.0000, 5 -> 3
b : 755.0000, 5 -> 6
c : -850.0000, 5 -> 5
d : -112.0000, 5 -> 3
a : -371.0000, 6 -> 5
b : -290.0000, 6 -> 7
c : 52.0000, 6 -> 5
d : -783.0000, 6 -> 3
a : 120.0000, 7 -> 4
b : 983.0000, 7 -> 3
c : -456.0000, 7 -> 2
d : 325.0000, 7 -> 1
d : -613.0000, 0 -> 3
a : -567.0000, 0 -> 6
d : 670.0000, 1 -> 3
c : 198.0000, 1 -> 7
c : -840.0000, 2 -> 5
c : 191.0000, 2 -> 0
b : 638.0000, 3 -> 0
b : 465.0000, 3 -> 2
d : -216.0000, 4 -> 0
d : 287.0000, 4 -> 6
b : -546.0000, 5 -> 2
c : 288.0000, 5 -> 4
a : -590.0000, 6 -> 6
d : -343.0000, 6 -> 7
a : 73.0000, 7 -> 6
d : -924.0000, 7 -> 7
