a : -84.0000, 0 -> 4
b : 410.0000, 0 -> 2
a : 210.0000, 1 -> 7
b : -732.0000, 1 -> 7
a : 446.0000, 2 -> 1
b : -791.0000, 2 -> 1
a : -627.0000, 3 -> 1
b : -824.0000, 3 -> 7
a : 659.0000, 4 -> 7
b : -563.0000, 4 -> 4
a : 829.0000, 5 -> 6
b : -56.0000, 5 -> 1
a : -41.0000, 6 -> 0
b : -442.0000, 6 -> 1
a : 336.0000, 7 -> 7
b : 890.0000, 7 -> 1
a : -756.0000, 0 -> 3
a : 436.0000, 1 -> 5
a : -886.0000, 2 -> 6
a : -41.0000, 3 -> 5
b : 182.0000, 4 -> 6
b : 922.0000, 5 -> 7
b : -439.0000, 6 -> 0
b : 91.0000, 7 -> 2
