a : -80.0000, 0 -> 0
b : -874.0000, 0 -> 5
a : -281.0000, 1 -> 5
b : -976.0000, 1 -> 0
a : -770.0000, 2 -> 0
b : -188.0000, 2 -> 4
a : 300.0000, 3 -> 3
b : 104.0000, 3 -> 6
a : 251.0000, 4 -> 6
b : -595.0000, 4 -> 5
a : 12.0000, 5 -> 2
b : 84.0000, 5 -> 4
a : -733.0000, 6 -> 6
b : -176.0000, 6 -> 5
a : -488.0000, 7 -> 1
b : -310.0000, 7 -> 4
a : -551.0000, 0 -> 2
b : 469.0000, 1 -> 3
a : -466.0000, 2 -> 6
a : 808.0000, 3 -> 4
b : 703.0000, 4 -> 6
b : 330.0000, 5 -> 6
b : -191.0000, 6 -> 7
b : -195.0000, 7 -> 0
