a : 971.0000, 0 -> 6
b : -673.0000, 0 -> 4
a : -850.0000, 1 -> 2
b : -729.0000, 1 -> 3
a : 360.0000, 2 -> 7
b : 20.0000, 2 -> 1
a : 755.0000, 3 -> 4
b : -100.0000, 3 -> 5
a : -282.0000, 4 -> 7
b : -156.0000, 4 -> 0
a : 416.0000, 5 -> 1
b : 66.0000, 5 -> 6
a : -72.0000, 6 -> 3
b : -296.0000, 6 -> 0
a : -736.0000, 7 -> 2
b : -192.0000, 7 -> 1
a : 56.0000, 0 -> 0
a : -186.0000, 1 -> 4
a : -677.0000, 2 -> 3
b : 682.0000, 3 -> 7
b : -655.0000, 4 -> 5
b : -542.0000, 5 -> 1
b : -438.0000, 6 -> 5
b : -66.0000, 7 -> 6
