a : 853.0000, 0 -> 2
b : -242.0000, 0 -> 2
c : -961.0000, 0 -> 6
d : 920.0000, 0 -> 4
a : -37.0000, 1 -> 5
b : 482.0000, 1 -> 4
c : -884.0000, 1 -> 4
d : -105.0000, 1 -> 3
a : -242.0000, 2 -> 7
b : -607.0000, 2 -> 3
c : 38.0000, 2 -> 0
d : 577.0000, 2 -> 4
a : -942.0000, 3 -> 7
b : 91.0000, 3 -> 7
c : 847.0000, 3 -> 2
d : -845.0000, 3 -> 5
a : 534.0000, 4 -> 1
b : 212.0000, 4 -> 2
c : -277.0000, 4 -> 2
d : -132.0000, 4 -> 5
a : 250.0000, 5 -> 2
b : -317.0000, 5 -> 1
c : 438.0000, 5 -> 3
d : -485.0000, 5 -> 4
a : 66.0000, 6 -> 1
b : 885.0000, 6 -> 4
c : 222.0000, 6 -> 2
d : 778.0000, 6 -> 0
a : 596.0000, 7 -> 5
b : -187.0000, 7 -> 3
c : -316.0000, 7 -> 0
d : 316.0000, 7 -> 5
c : -135.0000, 0 -> 1
a : -220.0000, 0 -> 0
a : 570.0000, 1 -> 6
c : 46.0000, 1 -> 7
b : 911.0000, 2 -> 4
c : -905.0000, 2 -> 7
a : 115.0000, 3 -> 4
b : 460.0000, 3 -> 0
a : 249.0000, 4 -> 2
d : 980.0000, 4 -> 1
c : 675.0000, 5 -> 5
d : 788.0000, 5 -> 2
b : 694.0000, 6 -> 3
b : 629.0000, 6 -> 1
a : -917.0000, 7 -> 2
d : -99.0000, 7 -> 7
