a : -22.0000, 0 -> 3
b : -947.0000, 0 -> 2
c : 239.0000, 0 -> 3
d : 594.0000, 0 -> 1
a : 267.0000, 1 -> 3
b : -60.0000, 1 -> 1
c : -495.0000, 1 -> 3
d : 135.0000, 1 -> 1
a : -513.0000, 2 -> 3
b : -871.0000, 2 -> 3
c : -969.0000, 2 -> 2
d : -483.0000, 2 -> 1
a : 473.0000, 3 -> 3
b : -339.0000, 3 -> 2
c : 266.0000, 3 -> 0
d : 589.0000, 3 -> 3
b : 198.0000, 0 -> 3
b : 939.0000, 0 -> 1
c : -833.0000, 1 -> 1
c : -433.0000, 1 -> 2
c : 395.0000, 2 -> 0
c : -125.0000, 2 -> 3
b : 686.0000, 3 -> 1
a : 50.0000, 3 -> 1
