a : 7.0000, 0 -> 5
b : 618.0000, 0 -> 1
a : 348.0000, 1 -> 4
b : 231.0000, 1 -> 6
a : -550.0000, 2 -> 0
b : 452.0000, 2 -> 5
a : -651.0000, 3 -> 0
b : -72.0000, 3 -> 7
a : 103.0000, 4 -> 3
b : 313.0000, 4 -> 4
a : 820.0000, 5 -> 4
b : 777.0000, 5 -> 7
a : -741.0000, 6 -> 4
b : 605.0000, 6 -> 2
a : -807.0000, 7 -> 1
b : 228.0000, 7 -> 5
a : -650.0000, 0 -> 4
a : -666.0000, 1 -> 5
a : -826.0000, 2 -> 4
b : -848.0000, 3 -> 5
a : -390.0000, 4 -> 5
a : 690.0000, 5 -> 2
b : 510.0000, 6 -> 6
a : 693.0000, 7 -> 6
