a : 816.0000, 0 -> 1
b : -180.0000, 0 -> 1
a : 708.0000, 1 -> 4
b : -830.0000, 1 -> 5
a : 870.0000, 2 -> 5
b : 646.0000, 2 -> 2
a : 381.0000, 3 -> 5
b : -112.0000, 3 -> 3
a : 594.0000, 4 -> 0
b : -211.0000, 4 -> 5
a : -636.0000, 5 -> 4
b : 242.0000, 5 -> 4
a : -32.0000, 6 -> 4
b : 766.0000, 6 -> 0
a : 165.0000, 7 -> 3
b : -677.0000, 7 -> 6
a : -70.0000, 0 -> 5
b : 305.0000, 1 -> 6
b : 271.0000, 2 -> 7
a : 293.0000, 3 -> 3
a : 241.0000, 4 -> 7
a : 391.0000, 5 -> 5
b : 594.0000, 6 -> 4
a : 559.0000, 7 -> 5
b : -749.0000, 3 -> 2
