a : 258.0000, 0 -> 1
b : -444.0000, 0 -> 1
c : -546.0000, 0 -> 1
d : 74.0000, 0 -> 1
a : -493.0000, 1 -> 1
b : 596.0000, 1 -> 0
c : -616.0000, 1 -> 0
d : -691.0000, 1 -> 0
a : 442.0000, 2 -> 3
b : -561.0000, 2 -> 3
c : -319.0000, 2 -> 0
d : 220.0000, 2 -> 0
a : -513.0000, 3 -> 0
b : 890.0000, 3 -> 1
c : 883.0000, 3 -> 3
d : -144.0000, 3 -> 1
b : 392.0000, 0 -> 2
a : 74.0000, 0 -> 0
c : 125.0000, 1 -> 3
c : -780.0000, 1 -> 2
c : -368.0000, 2 -> 1
d : 636.0000, 2 -> 3
a : 712.0000, 3 -> 1
b : 565.0000, 3 -> 3
