a : -622.0000, 0 -> 0
b : -276.0000, 0 -> 1
c : 201.0000, 0 -> 1
d : -798.0000, 0 -> 2
a : -996.0000, 1 -> 1
b : -165.0000, 1 -> 3
c : 904.0000, 1 -> 2
d : 956.0000, 1 -> 0
a : 687.0000, 2 -> 0
b : 970.0000, 2 -> 1
c : -343.0000, 2 -> 0
d : 585.0000, 2 -> 3
a : 370.0000, 3 -> 0
b : 917.0000, 3 -> 1
c : 920.0000, 3 -> 2
d : -211.0000, 3 -> 3
c : 569.0000, 0 -> 0
b : -270.0000, 0 -> 0
c : -496.0000, 1 -> 1
b : -971.0000, 1 -> 0
a : 48.0000, 2 -> 1
a : -707.0000, 2 -> 3
a : -81.0000, 3 -> 2
b : -360.0000, 3 -> 2
