a : -21.0000, 0 -> 0
b : -186.0000, 0 -> 3
c : -717.0000, 0 -> 2
d : -928.0000, 0 -> 3
a : -621.0000, 1 -> 4
b : -918.0000, 1 -> 2
c : 301.0000, 1 -> 2
d : 83.0000, 1 -> 2
a : 319.0000, 2 -> 2
b : -666.0000, 2 -> 0
c : -525.0000, 2 -> 5
d : 867.0000, 2 -> 1
a : 314.0000, 3 -> 5
b : -556.0000, 3 -> 6
c : 74.0000, 3 -> 0
d : -13.0000, 3 -> 7
a : -491.0000, 4 -> 2
b : 473.0000, 4 -> 3
c : 866.0000, 4 -> 5
d : -61.0000, 4 -> 0
a : -399.0000, 5 -> 7
b : -70.0000, 5 -> 1
c : -272.0000, 5 -> 1
d : 862.0000, 5 -> 5
a : -540.0000, 6 -> 5
b : -624.0000, 6 -> 6
c : -241.0000, 6 -> 6
d : 110.0000, 6 -> 6
a : -273.0000, 7 -> 2
b : 860.0000, 7 -> 2
c : -379.0000, 7 -> 2
d : 314.0000, 7 -> 4
a : -567.0000, 0 -> 4
d : 89.0000, 0 -> 5
d : 56.0000, 1 -> 7
b : 113.0000, 1 -> 7
b : -982.0000, 2 -> 1
c : 722.0000, 2 -> 6
d : 91.0000, 3 -> 2
c : 360.0000, 3 -> 1
a : -168.0000, 4 -> 1
a : 214.0000, 4 -> 6
b : 16.0000, 5 -> 2
c : -357.0000, 5 -> 6
a : 541.0000, 6 -> 2
a : -860.0000, 6 -> 0
c : 93.0000, 7 -> 4
c : -74.0000, 7 -> 3
