a : 974.0000, 0 -> 6
b : -240.0000, 0 -> 6
c : -989.0000, 0 -> 0
d : 473.0000, 0 -> 6
a : -357.0000, 1 -> 6
b : -537.0000, 1 -> 3
c : 721.0000, 1 -> 3
d : -866.0000, 1 -> 7
a : -982.0000, 2 -> 0
b : 979.0000, 2 -> 0
c : 836.0000, 2 -> 5
d : -171.0000, 2 -> 4
a : -136.0000, 3 -> 1
b : 667.0000, 3 -> 4
c : -253.0000, 3 -> 0
d : -279.0000, 3 -> 4
a : 801.0000, 4 -> 7
b : 250.0000, 4 -> 3
c : 72.0000, 4 -> 1
d : 907.0000, 4 -> 4
a : -658.0000, 5 -> 7
b : 469.0000, 5 -> 7
c : 592.0000, 5 -> 0
d : 986.0000, 5 -> 4
a : -894.0000, 6 -> 0
b : 732.0000, 6 -> 0
c : 25.0000, 6 -> 1
d : -782.0000, 6 -> 7
a : -172.0000, 7 -> 4
b : 489.0000, 7 -> 6
c : -316.0000, 7 -> 0
d : 770.0000, 7 -> 7
c : -31.0000, 0 -> 2
a : -925.0000, 0 -> 3
d : 298.0000, 1 -> 1
d : 374.0000, 1 -> 4
b : 500.0000, 2 -> 6
b : -830.0000, 2 -> 2
b : 92.0000, 3 -> 7
a : 286.0000, 3 -> 6
d : 403.0000, 4 -> 6
b : -310.0000, 4 -> 2
b : -298.0000, 5 -> 2
b : -440.0000, 5 -> 1
d : 159.0000, 6 -> 4
a : 401.0000, 6 -> 4
a : 824.0000, 7 -> 5
b : 635.0000, 7 -> 4
