a : -880.0000, 0 -> 3
b : -346.0000, 0 -> 2
c : -449.0000, 0 -> 7
d : 981.0000, 0 -> 1
a : 869.0000, 1 -> 3
b : -705.0000, 1 -> 3
c : 728.0000, 1 -> 3
d : 319.0000, 1 -> 2
a : -718.0000, 2 -> 3
b : 875.0000, 2 -> 5
c : 674.0000, 2 -> 7
d : -986.0000, 2 -> 3
a : -270.0000, 3 -> 0
b : -729.0000, 3 -> 2
c : -154.0000, 3 -> 4
d : -254.0000, 3 -> 3
a : -977.0000, 4 -> 6
b : -761.0000, 4 -> 3
c : -143.0000, 4 -> 7
d : -288.0000, 4 -> 6
a : 227.0000, 5 -> 2
b : -191.0000, 5 -> 1
c : 791.0000, 5 -> 5
d : 523.0000, 5 -> 4
a : 554.0000, 6 -> 1
b : 442.0000, 6 -> 4
c : -822.0000, 6 -> 5
d : 815.0000, 6 -> 7
a : -446.0000, 7 -> 5
b : -570.0000, 7 -> 7
c : -398.0000, 7 -> 6
d : -820.0000, 7 -> 2
c : 915.0000, 0 -> 1
b : -372.0000, 0 -> 0
c : 206.0000, 1 -> 6
a : -471.0000, 1 -> 2
b : -274.0000, 2 -> 3
a : -460.0000, 2 -> 7
a : 93.0000, 3 -> 4
d : 989.0000, 3 -> 6
a : -822.0000, 4 -> 3
a : -653.0000, 4 -> 5
b : 128.0000, 5 -> 3
a : 612.0000, 5 -> 7
a : 196.0000, 6 -> 2
b : 958.0000, 6 -> 0
d : -462.0000, 7 -> 5
c : 761.0000, 7 -> 5
