a : 409.0000, 0 -> 0
b : -594.0000, 0 -> 0
c : 482.0000, 0 -> 2
d : 550.0000, 0 -> 0
a : 436.0000, 1 -> 3
b : -932.0000, 1 -> 2
c : 174.0000, 1 -> 1
d : 32.0000, 1 -> 2
a : -688.0000, 2 -> 3
b : -449.0000, 2 -> 2
c : 570.0000, 2 -> 0
d : -806.0000, 2 -> 3
a : 348.0000, 3 -> 0
b : -532.0000, 3 -> 2
c : 637.0000, 3 -> 3
d : 65.0000, 3 -> 3
c : 86.0000, 0 -> 1
c : -389.0000, 0 -> 0
b : 36.0000, 1 -> 3
d : 220.0000, 1 -> 3
a : -996.0000, 2 -> 0
a : -351.0000, 2 -> 1
d : 124.0000, 3 -> 1
a : 315.0000, 3 -> 2
