a : 938.0000, 0 -> 2
b : -52.0000, 0 -> 4
a : 970.0000, 1 -> 4
b : -696.0000, 1 -> 0
a : 799.0000, 2 -> 4
b : -829.0000, 2 -> 2
a : 856.0000, 3 -> 3
b : 659.0000, 3 -> 2
a : 917.0000, 4 -> 3
b : -882.0000, 4 -> 6
a : -369.0000, 5 -> 4
b : 942.0000, 5 -> 5
a : 81.0000, 6 -> 3
b : -86.0000, 6 -> 3
a : 69.0000, 7 -> 6
b : 172.0000, 7 -> 3
a : 893.0000, 0 -> 5
a : -323.0000, 1 -> 1
b : 249.0000, 2 -> 1
a : -628.0000, 3 -> 0
b : -594.0000, 4 -> 5
a : 87.0000, 5 -> 1
a : 432.0000, 6 -> 6
a : -137.0000, 7 -> 7
b : -983.0000, 3 -> 7
