a : -716.0000, 0 -> 2
b : 741.0000, 0 -> 0
c : 830.0000, 0 -> 3
d : -600.0000, 0 -> 2
a : -107.0000, 1 -> 2
b : 191.0000, 1 -> 2
c : -427.0000, 1 -> 0
d : 90.0000, 1 -> 2
a : -71.0000, 2 -> 0
b : 190.0000, 2 -> 1
c : 741.0000, 2 -> 2
d : 861.0000, 2 -> 2
a : -991.0000, 3 -> 1
b : -807.0000, 3 -> 2
c : 829.0000, 3 -> 1
d : -500.0000, 3 -> 2
b : 749.0000, 0 -> 1
a : -435.0000, 0 -> 1
a : 341.0000, 1 -> 1
d : 537.0000, 1 -> 0
c : -288.0000, 2 -> 1
a : -339.0000, 2 -> 1
c : 577.0000, 3 -> 3
c : -155.0000, 3 -> 0
