a : -419.0000, 0 -> 2
b : -845.0000, 0 -> 0
c : 548.0000, 0 -> 2
d : 205.0000, 0 -> 3
a : -743.0000, 1 -> 2
b : 32.0000, 1 -> 2
c : -270.0000, 1 -> 2
d : 664.0000, 1 -> 1
a : 658.0000, 2 -> 1
b : 330.0000, 2 -> 0
c : -309.0000, 2 -> 0
d : -250.0000, 2 -> 2
a : -250.0000, 3 -> 0
b : 982.0000, 3 -> 2
c : -315.0000, 3 -> 3
d : 133.0000, 3 -> 2
a : -403.0000, 0 -> 0
b : -83.0000, 0 -> 2
d : 394.0000, 1 -> 3
c : -57.0000, 1 -> 3
d : -314.0000, 2 -> 3
b : 814.0000, 2 -> 1
c : 685.0000, 3 -> 2
d : -715.0000, 3 -> 3
