a : 375.0000, 0 -> 3
b : -578.0000, 0 -> 4
c : -866.0000, 0 -> 7
d : 803.0000, 0 -> 7
a : -600.0000, 1 -> 4
b : 837.0000, 1 -> 0
c : 511.0000, 1 -> 2
d : -643.0000, 1 -> 2
a : -966.0000, 2 -> 3
b : 890.0000, 2 -> 0
c : -341.0000, 2 -> 5
d : -117.0000, 2 -> 4
a : -199.0000, 3 -> 6
b : -126.0000, 3 -> 0
c : 356.0000, 3 -> 2
d : 444.0000, 3 -> 5
a : -733.0000, 4 -> 2
b : -717.0000, 4 -> 5
c : -671.0000, 4 -> 3
d : 735.0000, 4 -> 7
a : -633.0000, 5 -> 1
b : 102.0000, 5 -> 4
c : -169.0000, 5 -> 5
d : 337.0000, 5 -> 2
a : 149.0000, 6 -> 0
b : -383.0000, 6 -> 0
c : 88.0000, 6 -> 7
d : 658.0000, 6 -> 3
a : -445.0000, 7 -> 7
b : 555.0000, 7 -> 4
c : -653.0000, 7 -> 4
d : -683.0000, 7 -> 4
b : -321.0000, 0 -> 3
b : 849.0000, 0 -> 6
c : 461.0000, 1 -> 3
b : 363.0000, 1 -> 7
d : 362.0000, 2 -> 2
b : 825.0000, 2 -> 7
a : -671.0000, 3 -> 7
c : -436.0000, 3 -> 1
d : 892.0000, 4 -> 1
d : 41.0000, 4 -> 3
c : -505.0000, 5 -> 2
a : -923.0000, 5 -> 6
c : 442.0000, 6 -> 3
d : -438.0000, 6 -> 1
b : -21.0000, 7 -> 0
c : -96.0000, 7 -> 1
