a : -288.0000, 0 -> 0
b : -161.0000, 0 -> 1
c : -835.0000, 0 -> 4
d : 232.0000, 0 -> 1
a : 777.0000, 1 -> 3
b : -619.0000, 1 -> 4
c : 564.0000, 1 -> 0
d : 407.0000, 1 -> 2
a : -980.0000, 2 -> 6
b : 316.0000, 2 -> 5
c : 273.0000, 2 -> 3
d : 212.0000, 2 -> 3
a : 680.0000, 3 -> 5
b : -389.0000, 3 -> 2
c : 19.0000, 3 -> 4
d : -810.0000, 3 -> 6
a : 142.0000, 4 -> 6
b : 899.0000, 4 -> 7
c : 54.0000, 4 -> 5
d : 310.0000, 4 -> 7
a : -484.0000, 5 -> 2
b : 868.0000, 5 -> 0
c : -105.0000, 5 -> 4
d : 478.0000, 5 -> 2
a : -981.0000, 6 -> 3
b : 216.0000, 6 -> 7
c : 356.0000, 6 -> 1
d : 547.0000, 6 -> 2
a : 180.0000, 7 -> 7
b : -262.0000, 7 -> 6
c : 332.0000, 7 -> 5
d : -300.0000, 7 -> 2
c : 686.0000, 0 -> 5
c : 112.0000, 0 -> 3
b : 726.0000, 1 -> 3
a : 440.0000, 1 -> 5
d : 108.0000, 2 -> 2
b : -721.0000, 2 -> 6
c : 217.0000, 3 -> 1
d : -369.0000, 3 -> 0
b : -828.0000, 4 -> 0
d : 165.0000, 4 -> 6
b : 287.0000, 5 -> 1
b : 553.0000, 5 -> 4
d : 32.0000, 6 -> 7
b : -83.0000, 6 -> 5
d : 217.0000, 7 -> 0
c : -703.0000, 7 -> 3
