a : -219.0000, 0 -> 6
b : -977.0000, 0 -> 4
a : 300.0000, 1 -> 7
b : 593.0000, 1 -> 2
a : -335.0000, 2 -> 3
b : 255.0000, 2 -> 1
a : -383.0000, 3 -> 0
b : -338.0000, 3 -> 4
a : -590.0000, 4 -> 7
b : 767.0000, 4 -> 5
a : -882.0000, 5 -> 5
b : -750.0000, 5 -> 1
a : -572.0000, 6 -> 5
b : 283.0000, 6 -> 1
a : -430.0000, 7 -> 0
b : 645.0000, 7 -> 1
b : -931.0000, 0 -> 3
a : -845.0000, 1 -> 3
b : 943.0000, 2 -> 2
b : 277.0000, 3 -> 1
b : -249.0000, 4 -> 2
a : -772.0000, 5 -> 0
b : -422.0000, 6 -> 5
b : -922.0000, 7 -> 2
