a : 0.1895, 0 -> 7
b : -1.9459, 0 -> 2
c : 8.5915, 0 -> 0
d : -7.6462, 0 -> 3
a : -6.0475, 1 -> 2
b : 1.4918, 1 -> 4
c : 2.1444, 1 -> 3
d : -2.1770, 1 -> 4
a : -7.6695, 2 -> 2
b : -8.8028, 2 -> 5
c : -1.9596, 2 -> 1
d : 3.3345, 2 -> 6
a : 0.3516, 3 -> 3
b : -5.9733, 3 -> 2
c : 4.8268, 3 -> 1
d : -6.1762, 3 -> 0
a : 7.5449, 4 -> 2
b : 6.4414, 4 -> 1
c : 5.0483, 4 -> 7
d : 2.6889, 4 -> 3
a : 6.0076, 5 -> 2
b : 8.0647, 5 -> 2
c : -5.4327, 5 -> 5
d : -0.4017, 5 -> 2
a : -5.8916, 6 -> 4
b : -8.3264, 6 -> 5
c : -0.4872, 6 -> 4
d : -2.6785, 6 -> 1
a : 2.4832, 7 -> 0
b : -2.0576, 7 -> 6
c : 2.3855, 7 -> 6
d : 4.5875, 7 -> 7
b : 5.2734, 0 -> 1
a : -7.4070, 0 -> 2
c : -8.5587, 1 -> 3
a : -0.6666, 1 -> 7
c : 7.5869, 2 -> 5
d : 2.3026, 2 -> 5
a : 2.3346, 3 -> 0
c : 1.0627, 3 -> 7
c : -4.6096, 4 -> 1
a : 3.7846, 4 -> 4
d : -4.1808, 5 -> 0
a : -3.1563, 5 -> 1
a : -1.0635, 6 -> 7
d : -9.1005, 6 -> 3
a : -8.2176, 7 -> 7
b : -8.0633, 7 -> 0
