a : 7.1413, 0 -> 3
b : 1.7620, 0 -> 2
c : 8.7314, 0 -> 5
d : -1.0062, 0 -> 4
a : -4.6316, 1 -> 3
b : -1.0038, 1 -> 1
c : -5.1118, 1 -> 7
d : -0.7306, 1 -> 2
a : -9.3898, 2 -> 5
b : 6.5383, 2 -> 0
c : 3.1606, 2 -> 3
d : -0.2090, 2 -> 3
a : 7.3620, 3 -> 1
b : 8.5496, 3 -> 5
c : -6.9154, 3 -> 2
d : -9.9029, 3 -> 6
a : -7.0150, 4 -> 4
b : -5.3199, 4 -> 2
c : -2.7067, 4 -> 6
d : 8.4923, 4 -> 4
a : 0.2491, 5 -> 6
b : 8.6523, 5 -> 2
c : -8.6818, 5 -> 6
d : -5.1628, 5 -> 5
a : -1.6110, 6 -> 6
b : -0.2072, 6 -> 2
c : 8.1886, 6 -> 4
d : -1.1067, 6 -> 0
a : 9.4312, 7 -> 6
b : -9.3451, 7 -> 7
c : 5.2185, 7 -> 0
d : 3.6024, 7 -> 1
d : -4.4262, 0 -> 4
c : -2.8057, 0 -> 7
c : 0.9496, 1 -> 0
b : 3.2796, 1 -> 6
d : -7.1522, 2 -> 4
b : -2.2972, 2 -> 3
b : 7.3580, 3 -> 3
a : -4.6676, 3 -> 3
a : 7.2936, 4 -> 1
c : 0.7606, 4 -> 4
d : -2.1139, 5 -> 2
d : 1.7023, 5 -> 5
d : -9.4083, 6 -> 1
a : 5.2692, 6 -> 2
d : -6.2388, 7 -> 4
d : 4.1131, 7 -> 5
