a : 1.7034, 0 -> 5
b : 0.0203, 0 -> 7
c : 2.6744, 0 -> 2
d : -4.8084, 0 -> 2
a : 1.9552, 1 -> 7
b : 2.2191, 1 -> 1
c : -3.2706, 1 -> 7
d : 0.6700, 1 -> 4
a : -6.2513, 2 -> 4
b : -4.2362, 2 -> 4
c : 8.3007, 2 -> 7
d : 7.3859, 2 -> 1
a : 7.4857, 3 -> 3
b : -4.2729, 3 -> 1
c : -1.3131, 3 -> 6
d : 0.1927, 3 -> 3
a : 5.8272, 4 -> 1
b : 4.7135, 4 -> 2
c : -3.1353, 4 -> 3
d : 4.7002, 4 -> 7
a : -0.2947, 5 -> 6
b : 9.0635, 5 -> 6
c : -6.2623, 5 -> 4
d : -8.2691, 5 -> 1
a : 2.4765, 6 -> 1
b : 0.6171, 6 -> 1
c : -5.7192, 6 -> 4
d : 4.3098, 6 -> 5
a : -9.4694, 7 -> 1
b : -4.6598, 7 -> 3
c : -1.4106, 7 -> 7
d : 5.6295, 7 -> 2
c : -2.2057, 0 -> 4
c : -2.7507, 0 -> 2
b : -6.4329, 1 -> 2
a : 8.8053, 1 -> 2
c : -9.0717, 2 -> 5
c : -6.1028, 2 -> 7
b : -4.5526, 3 -> 7
a : 9.6000, 3 -> 5
b : -6.3307, 4 -> 7
b : -9.4362, 4 -> 4
c : -7.8905, 5 -> 4
b : 5.0306, 5 -> 2
b : -9.2262, 6 -> 2
a : -2.2608, 6 -> 3
a : 2.4736, 7 -> 3
c : 7.9264, 7 -> 7
