a : 7.0542, 0 -> 2
b : 0.0520, 0 -> 3
c : -2.5756, 0 -> 6
d : 0.8782, 0 -> 5
a : -9.5094, 1 -> 6
b : 8.6618, 1 -> 0
c : 4.4085, 1 -> 5
d : -9.6021, 1 -> 2
a : 6.9237, 2 -> 6
b : -5.7533, 2 -> 2
c : 0.9610, 2 -> 4
d : 2.5104, 2 -> 6
a : -5.0964, 3 -> 1
b : -0.2171, 3 -> 2
c : -8.1610, 3 -> 6
d : 4.3565, 3 -> 1
a : -2.7865, 4 -> 3
b : 9.3004, 4 -> 3
c : -2.6427, 4 -> 5
d : 5.5053, 4 -> 4
a : 3.4719, 5 -> 1
b : -8.5363, 5 -> 6
c : -7.2473, 5 -> 0
d : 1.0850, 5 -> 1
a : 4.6368, 6 -> 1
b : 3.2642, 6 -> 2
c : 4.5219, 6 -> 4
d : -4.0514, 6 -> 4
a : 0.7294, 7 -> 4
b : -3.3633, 7 -> 3
c : -4.7004, 7 -> 6
d : 5.5216, 7 -> 0
d : 7.2208, 0 -> 4
a : 9.5269, 0 -> 0
a : -5.6945, 1 -> 1
d : -7.5791, 1 -> 0
c : -2.7481, 2 -> 7
a : 7.2897, 2 -> 4
d : -1.1391, 3 -> 4
d : 7.0131, 3 -> 7
a : 7.5742, 4 -> 7
c : -6.1400, 4 -> 6
c : 2.2204, 5 -> 5
d : -8.6126, 5 -> 1
d : 7.0402, 6 -> 3
c : 2.2108, 6 -> 2
a : -4.7149, 7 -> 7
c : -4.2062, 7 -> 4
