a : -8.6528, 0 -> 7
b : 0.9888, 0 -> 1
c : 8.7406, 0 -> 4
d : 3.1843, 0 -> 4
a : 8.9788, 1 -> 1
b : 3.0037, 1 -> 7
c : -5.0108, 1 -> 4
d : 2.9597, 1 -> 7
a : 5.4713, 2 -> 0
b : -0.1447, 2 -> 4
c : 3.8716, 2 -> 4
d : 3.7274, 2 -> 4
a : 9.7243, 3 -> 7
b : -1.0529, 3 -> 3
c : 7.8167, 3 -> 2
d : 1.0614, 3 -> 0
a : -2.7243, 4 -> 1
b : -6.9387, 4 -> 0
c : 5.8679, 4 -> 2
d : 9.0405, 4 -> 0
a : -9.9781, 5 -> 2
b : -3.2155, 5 -> 0
c : -8.7213, 5 -> 6
d : -2.6247, 5 -> 5
a : -6.6775, 6 -> 1
b : -5.1250, 6 -> 5
c : -2.6431, 6 -> 7
d : -5.1338, 6 -> 5
a : -5.3598, 7 -> 5
b : -3.7703, 7 -> 5
c : 8.9490, 7 -> 7
d : 0.8387, 7 -> 1
b : -2.7958, 0 -> 3
c : -9.1468, 0 -> 1
d : 2.4112, 1 -> 5
c : -2.4304, 1 -> 4
c : 3.5415, 2 -> 1
d : 5.7546, 2 -> 4
a : 8.2392, 3 -> 5
d : 1.3565, 3 -> 7
d : 8.5059, 4 -> 4
d : -2.9804, 4 -> 4
b : -8.7392, 5 -> 0
c : 9.7826, 5 -> 0
d : 2.9609, 6 -> 3
a : 7.8268, 6 -> 1
b : -6.7520, 7 -> 1
a : -3.0765, 7 -> 0
